           lng            lat            alt
 -12.623279084  -50.335346000         15.000
 -12.624016892  -50.335382000         14.900
 -12.625492506  -50.335418000         14.800
 -12.626986565  -50.335472000         14.700
 -12.628462179  -50.335526000         14.600
 -12.629937794  -50.335580000         14.500
 -12.631413408  -50.335634000         14.400
 -12.632889022  -50.335688000         14.300
 -12.634383082  -50.335742000         14.200
 -12.635858696  -50.335796000         14.100
 -12.637334310  -50.335850000         14.000
 -12.638809924  -50.335886000         13.900
 -12.640285539  -50.335940000         13.800
 -12.641761153  -50.335994000         13.700
 -12.643255212  -50.336048000         13.600
 -12.644730827  -50.336102000         13.500
 -12.646206441  -50.336156000         13.400
 -12.647682055  -50.336210000         13.300
 -12.649157669  -50.336264000         13.200
 -12.650651729  -50.336318000         13.100
 -12.651389536  -50.336336000         13.000
