           lng            lat            alt
 -12.624810034  -50.330072000         15.000
 -12.625012931  -50.330684000         14.900
 -12.625418725  -50.331890000         14.800
 -12.625806074  -50.333078000         14.700
 -12.626211868  -50.334284000         14.600
 -12.626599216  -50.335490000         14.500
 -12.627005010  -50.336696000         14.400
 -12.627392359  -50.337902000         14.300
 -12.627798153  -50.339108000         14.200
 -12.628185502  -50.340314000         14.100
 -12.628591296  -50.341520000         14.000
 -12.628978644  -50.342726000         13.900
 -12.629384438  -50.343914000         13.800
 -12.629771787  -50.345120000         13.700
 -12.630177581  -50.346326000         13.600
 -12.630583375  -50.347532000         13.500
 -12.630970724  -50.348738000         13.400
 -12.631376518  -50.349944000         13.300
 -12.631763866  -50.351150000         13.200
 -12.632169660  -50.352356000         13.100
 -12.632354112  -50.352950000         13.000
