           lng            lat            alt
 -12.624976041  -50.336984000         15.000
 -12.625086712  -50.337686000         14.900
 -12.625289609  -50.339126000         14.800
 -12.625510951  -50.340548000         14.700
 -12.625713848  -50.341988000         14.600
 -12.625916745  -50.343410000         14.500
 -12.626119642  -50.344832000         14.400
 -12.626340984  -50.346272000         14.300
 -12.626543881  -50.347694000         14.200
 -12.626746778  -50.349134000         14.100
 -12.626949675  -50.350556000         14.000
 -12.627171017  -50.351978000         13.900
 -12.627373914  -50.353418000         13.800
 -12.627576811  -50.354840000         13.700
 -12.627798153  -50.356280000         13.600
 -12.628001050  -50.357702000         13.500
 -12.628203947  -50.359142000         13.400
 -12.628406844  -50.360564000         13.300
 -12.628628186  -50.361986000         13.200
 -12.628831083  -50.363426000         13.100
 -12.628941754  -50.364146000         13.000
