           lng            lat            alt
 -12.624976041  -50.336984000         15.000
 -12.624939150  -50.336876000         14.900
 -12.624828479  -50.336660000         14.800
 -12.624717808  -50.336462000         14.700
 -12.624625582  -50.336246000         14.600
 -12.624514911  -50.336048000         14.500
 -12.624422685  -50.335850000         14.400
 -12.624312014  -50.335634000         14.300
 -12.624201343  -50.335436000         14.200
 -12.624109117  -50.335220000         14.100
 -12.623998446  -50.335022000         14.000
 -12.623887775  -50.334806000         13.900
 -12.623795549  -50.334608000         13.800
 -12.623684878  -50.334392000         13.700
 -12.623592652  -50.334194000         13.600
 -12.623481981  -50.333978000         13.500
 -12.623371310  -50.333780000         13.400
 -12.623279084  -50.333582000         13.300
 -12.623168413  -50.333366000         13.200
 -12.623057742  -50.333168000         13.100
 -12.623020852  -50.333060000         13.000
