           lng            lat            alt
 -12.651389536  -50.336336000         15.000
 -12.650688619  -50.336174000         14.900
 -12.649286786  -50.335850000         14.800
 -12.647884952  -50.335508000         14.700
 -12.646483119  -50.335184000         14.600
 -12.645099730  -50.334860000         14.500
 -12.643697897  -50.334518000         14.400
 -12.642296063  -50.334194000         14.300
 -12.640894230  -50.333870000         14.200
 -12.639492396  -50.333528000         14.100
 -12.638109008  -50.333204000         14.000
 -12.636707174  -50.332880000         13.900
 -12.635305341  -50.332538000         13.800
 -12.633903507  -50.332214000         13.700
 -12.632501674  -50.331890000         13.600
 -12.631099840  -50.331566000         13.500
 -12.629716452  -50.331224000         13.400
 -12.628314618  -50.330900000         13.300
 -12.626912784  -50.330576000         13.200
 -12.625510951  -50.330234000         13.100
 -12.624810034  -50.330072000         13.000
