           lng            lat            alt
 -12.624810034  -50.330072000         15.000
 -12.624976041  -50.330360000         14.900
 -12.625289609  -50.330936000         14.800
 -12.625621622  -50.331512000         14.700
 -12.625935190  -50.332088000         14.600
 -12.626267203  -50.332664000         14.500
 -12.626580771  -50.333240000         14.400
 -12.626894339  -50.333834000         14.300
 -12.627226353  -50.334410000         14.200
 -12.627539921  -50.334986000         14.100
 -12.627871934  -50.335562000         14.000
 -12.628185502  -50.336138000         13.900
 -12.628499070  -50.336714000         13.800
 -12.628831083  -50.337290000         13.700
 -12.629144651  -50.337866000         13.600
 -12.629476664  -50.338442000         13.500
 -12.629790232  -50.339018000         13.400
 -12.630103800  -50.339594000         13.300
 -12.630435814  -50.340170000         13.200
 -12.630749382  -50.340746000         13.100
 -12.630915388  -50.341034000         13.000
