           lng            lat            alt
 -12.624976041  -50.336984000         15.000
 -12.625142047  -50.337074000         14.900
 -12.625455615  -50.337290000         14.800
 -12.625769183  -50.337506000         14.700
 -12.626082751  -50.337722000         14.600
 -12.626396320  -50.337938000         14.500
 -12.626709888  -50.338154000         14.400
 -12.627005010  -50.338370000         14.300
 -12.627318578  -50.338586000         14.200
 -12.627632146  -50.338784000         14.100
 -12.627945714  -50.339000000         14.000
 -12.628259283  -50.339216000         13.900
 -12.628572851  -50.339432000         13.800
 -12.628886419  -50.339648000         13.700
 -12.629199987  -50.339864000         13.600
 -12.629513555  -50.340080000         13.500
 -12.629827123  -50.340296000         13.400
 -12.630140691  -50.340494000         13.300
 -12.630454259  -50.340710000         13.200
 -12.630749382  -50.340926000         13.100
 -12.630915388  -50.341034000         13.000
