           lng            lat            alt
 -12.623279084  -50.335346000         15.000
 -12.624109117  -50.335886000         14.900
 -12.625750738  -50.336948000         14.800
 -12.627392359  -50.338028000         14.700
 -12.629052425  -50.339090000         14.600
 -12.630694046  -50.340170000         14.500
 -12.632335667  -50.341232000         14.400
 -12.633977288  -50.342312000         14.300
 -12.635637354  -50.343374000         14.200
 -12.637278975  -50.344454000         14.100
 -12.638920596  -50.345516000         14.000
 -12.640580662  -50.346596000         13.900
 -12.642222282  -50.347658000         13.800
 -12.643863903  -50.348738000         13.700
 -12.645505524  -50.349800000         13.600
 -12.647165590  -50.350880000         13.500
 -12.648807211  -50.351942000         13.400
 -12.650448832  -50.353022000         13.300
 -12.652108898  -50.354084000         13.200
 -12.653750519  -50.355164000         13.100
 -12.654562107  -50.355686000         13.000
