           lng            lat            alt
 -12.628093276  -50.353598000         15.000
 -12.628019495  -50.352986000         14.900
 -12.627835043  -50.351744000         14.800
 -12.627669037  -50.350502000         14.700
 -12.627503030  -50.349260000         14.600
 -12.627318578  -50.348018000         14.500
 -12.627152572  -50.346794000         14.400
 -12.626986565  -50.345552000         14.300
 -12.626802113  -50.344310000         14.200
 -12.626636107  -50.343068000         14.100
 -12.626451655  -50.341844000         14.000
 -12.626285648  -50.340602000         13.900
 -12.626119642  -50.339360000         13.800
 -12.625935190  -50.338118000         13.700
 -12.625769183  -50.336894000         13.600
 -12.625603177  -50.335652000         13.500
 -12.625418725  -50.334410000         13.400
 -12.625252718  -50.333168000         13.300
 -12.625068267  -50.331926000         13.200
 -12.624902260  -50.330702000         13.100
 -12.624810034  -50.330072000         13.000
