           lng            lat            alt
 -12.635416012  -50.340926000         15.000
 -12.635342231  -50.341250000         14.900
 -12.635176224  -50.341880000         14.800
 -12.635010218  -50.342510000         14.700
 -12.634862656  -50.343140000         14.600
 -12.634696650  -50.343788000         14.500
 -12.634530643  -50.344418000         14.400
 -12.634364637  -50.345048000         14.300
 -12.634217075  -50.345678000         14.200
 -12.634051068  -50.346308000         14.100
 -12.633885062  -50.346938000         14.000
 -12.633737500  -50.347568000         13.900
 -12.633571494  -50.348216000         13.800
 -12.633405487  -50.348846000         13.700
 -12.633239481  -50.349476000         13.600
 -12.633091919  -50.350106000         13.500
 -12.632925913  -50.350736000         13.400
 -12.632759906  -50.351366000         13.300
 -12.632612345  -50.351996000         13.200
 -12.632446338  -50.352644000         13.100
 -12.632354112  -50.352950000         13.000
