           lng            lat            alt
 -12.623279084  -50.335346000         15.000
 -12.623998446  -50.335364000         14.900
 -12.625455615  -50.335418000         14.800
 -12.626912784  -50.335472000         14.700
 -12.628351508  -50.335508000         14.600
 -12.629808677  -50.335562000         14.500
 -12.631247401  -50.335598000         14.400
 -12.632704570  -50.335652000         14.300
 -12.634161740  -50.335688000         14.200
 -12.635600463  -50.335742000         14.100
 -12.637057633  -50.335796000         14.000
 -12.638496356  -50.335832000         13.900
 -12.639953526  -50.335886000         13.800
 -12.641392249  -50.335922000         13.700
 -12.642849418  -50.335976000         13.600
 -12.644306588  -50.336030000         13.500
 -12.645745311  -50.336066000         13.400
 -12.647202481  -50.336120000         13.300
 -12.648641204  -50.336156000         13.200
 -12.650098374  -50.336210000         13.100
 -12.650817735  -50.336228000         13.000
