           lng            lat            alt
 -12.654562107  -50.355686000         15.000
 -12.653787409  -50.355020000         14.900
 -12.652219569  -50.353670000         14.800
 -12.650651729  -50.352320000         14.700
 -12.649083889  -50.350970000         14.600
 -12.647516049  -50.349620000         14.500
 -12.645948208  -50.348270000         14.400
 -12.644398813  -50.346920000         14.300
 -12.642830973  -50.345588000         14.200
 -12.641263133  -50.344238000         14.100
 -12.639695293  -50.342888000         14.000
 -12.638127453  -50.341538000         13.900
 -12.636559613  -50.340188000         13.800
 -12.634991773  -50.338838000         13.700
 -12.633423932  -50.337488000         13.600
 -12.631856092  -50.336138000         13.500
 -12.630288252  -50.334788000         13.400
 -12.628738857  -50.333438000         13.300
 -12.627171017  -50.332106000         13.200
 -12.625603177  -50.330756000         13.100
 -12.624810034  -50.330072000         13.000
