           lng            lat            alt
 -12.651389536  -50.336336000         15.000
 -12.650762400  -50.336786000         14.900
 -12.649545018  -50.337704000         14.800
 -12.648327636  -50.338604000         14.700
 -12.647091809  -50.339522000         14.600
 -12.645874428  -50.340422000         14.500
 -12.644638601  -50.341340000         14.400
 -12.643421219  -50.342240000         14.300
 -12.642185392  -50.343158000         14.200
 -12.640968010  -50.344058000         14.100
 -12.639750629  -50.344958000         14.000
 -12.638514802  -50.345876000         13.900
 -12.637297420  -50.346776000         13.800
 -12.636061593  -50.347694000         13.700
 -12.634844211  -50.348594000         13.600
 -12.633608384  -50.349512000         13.500
 -12.632391002  -50.350412000         13.400
 -12.631173621  -50.351330000         13.300
 -12.629937794  -50.352230000         13.200
 -12.628720412  -50.353148000         13.100
 -12.628093276  -50.353598000         13.000
