           lng            lat            alt
 -12.628093276  -50.353598000         15.000
 -12.628130166  -50.353706000         14.900
 -12.628167057  -50.353958000         14.800
 -12.628203947  -50.354192000         14.700
 -12.628240837  -50.354426000         14.600
 -12.628277728  -50.354660000         14.500
 -12.628314618  -50.354894000         14.400
 -12.628351508  -50.355128000         14.300
 -12.628388399  -50.355362000         14.200
 -12.628425289  -50.355596000         14.100
 -12.628462179  -50.355830000         14.000
 -12.628499070  -50.356064000         13.900
 -12.628554405  -50.356298000         13.800
 -12.628591296  -50.356532000         13.700
 -12.628628186  -50.356766000         13.600
 -12.628665076  -50.357000000         13.500
 -12.628701967  -50.357234000         13.400
 -12.628738857  -50.357468000         13.300
 -12.628775747  -50.357702000         13.200
 -12.628812638  -50.357936000         13.100
 -12.628831083  -50.358062000         13.000
