           lng            lat            alt
 -12.635416012  -50.340926000         15.000
 -12.635139334  -50.340638000         14.900
 -12.634585979  -50.340080000         14.800
 -12.634032623  -50.339504000         14.700
 -12.633460823  -50.338928000         14.600
 -12.632907467  -50.338352000         14.500
 -12.632354112  -50.337794000         14.400
 -12.631782312  -50.337218000         14.300
 -12.631228956  -50.336642000         14.200
 -12.630675601  -50.336084000         14.100
 -12.630122246  -50.335508000         14.000
 -12.629550445  -50.334932000         13.900
 -12.628997090  -50.334356000         13.800
 -12.628443734  -50.333798000         13.700
 -12.627890379  -50.333222000         13.600
 -12.627318578  -50.332646000         13.500
 -12.626765223  -50.332070000         13.400
 -12.626211868  -50.331512000         13.300
 -12.625658512  -50.330936000         13.200
 -12.625086712  -50.330360000         13.100
 -12.624810034  -50.330072000         13.000
