           lng            lat            alt
 -12.624976041  -50.336984000         15.000
 -12.625068267  -50.337416000         14.900
 -12.625234273  -50.338280000         14.800
 -12.625400280  -50.339162000         14.700
 -12.625566286  -50.340044000         14.600
 -12.625713848  -50.340908000         14.500
 -12.625879855  -50.341790000         14.400
 -12.626045861  -50.342654000         14.300
 -12.626211868  -50.343536000         14.200
 -12.626377874  -50.344418000         14.100
 -12.626543881  -50.345282000         14.000
 -12.626709888  -50.346164000         13.900
 -12.626875894  -50.347028000         13.800
 -12.627041901  -50.347910000         13.700
 -12.627207907  -50.348792000         13.600
 -12.627355469  -50.349656000         13.500
 -12.627521475  -50.350538000         13.400
 -12.627687482  -50.351402000         13.300
 -12.627853489  -50.352284000         13.200
 -12.628019495  -50.353166000         13.100
 -12.628093276  -50.353598000         13.000
