           lng            lat            alt
 -12.635416012  -50.340926000         15.000
 -12.635840251  -50.340818000         14.900
 -12.636670284  -50.340566000         14.800
 -12.637518762  -50.340332000         14.700
 -12.638367240  -50.340080000         14.600
 -12.639197273  -50.339846000         14.500
 -12.640045751  -50.339594000         14.400
 -12.640875784  -50.339360000         14.300
 -12.641724263  -50.339126000         14.200
 -12.642554296  -50.338874000         14.100
 -12.643402774  -50.338640000         14.000
 -12.644232807  -50.338388000         13.900
 -12.645081285  -50.338154000         13.800
 -12.645929763  -50.337902000         13.700
 -12.646759796  -50.337668000         13.600
 -12.647608274  -50.337416000         13.500
 -12.648438308  -50.337182000         13.400
 -12.649286786  -50.336948000         13.300
 -12.650116819  -50.336696000         13.200
 -12.650965297  -50.336462000         13.100
 -12.651389536  -50.336336000         13.000
