           lng            lat            alt
 -12.635416012  -50.340926000         15.000
 -12.635083998  -50.340728000         14.900
 -12.634438417  -50.340314000         14.800
 -12.633792836  -50.339900000         14.700
 -12.633128810  -50.339486000         14.600
 -12.632483228  -50.339072000         14.500
 -12.631819202  -50.338658000         14.400
 -12.631173621  -50.338244000         14.300
 -12.630528039  -50.337830000         14.200
 -12.629864013  -50.337416000         14.100
 -12.629218432  -50.337002000         14.000
 -12.628554405  -50.336588000         13.900
 -12.627908824  -50.336174000         13.800
 -12.627263243  -50.335760000         13.700
 -12.626599216  -50.335346000         13.600
 -12.625953635  -50.334932000         13.500
 -12.625308054  -50.334518000         13.400
 -12.624644028  -50.334086000         13.300
 -12.623998446  -50.333672000         13.200
 -12.623334420  -50.333258000         13.100
 -12.623020852  -50.333060000         13.000
