           lng            lat            alt
 -12.628831083  -50.358062000         15.000
 -12.628683522  -50.357396000         14.900
 -12.628369954  -50.356082000         14.800
 -12.628074831  -50.354768000         14.700
 -12.627761263  -50.353454000         14.600
 -12.627447695  -50.352140000         14.500
 -12.627152572  -50.350826000         14.400
 -12.626839004  -50.349512000         14.300
 -12.626543881  -50.348180000         14.200
 -12.626230313  -50.346866000         14.100
 -12.625916745  -50.345552000         14.000
 -12.625621622  -50.344238000         13.900
 -12.625308054  -50.342924000         13.800
 -12.625012931  -50.341610000         13.700
 -12.624699363  -50.340296000         13.600
 -12.624385795  -50.338982000         13.500
 -12.624090672  -50.337668000         13.400
 -12.623777104  -50.336354000         13.300
 -12.623481981  -50.335040000         13.200
 -12.623168413  -50.333708000         13.100
 -12.623020852  -50.333060000         13.000
