           lng            lat            alt
 -12.628831083  -50.358062000         15.000
 -12.628923309  -50.357918000         14.900
 -12.629107761  -50.357648000         14.800
 -12.629292212  -50.357378000         14.700
 -12.629476664  -50.357108000         14.600
 -12.629661116  -50.356838000         14.500
 -12.629864013  -50.356586000         14.400
 -12.630048465  -50.356316000         14.300
 -12.630232917  -50.356046000         14.200
 -12.630417368  -50.355776000         14.100
 -12.630601820  -50.355506000         14.000
 -12.630786272  -50.355236000         13.900
 -12.630970724  -50.354966000         13.800
 -12.631155175  -50.354696000         13.700
 -12.631339627  -50.354426000         13.600
 -12.631524079  -50.354156000         13.500
 -12.631708531  -50.353886000         13.400
 -12.631892983  -50.353616000         13.300
 -12.632077434  -50.353364000         13.200
 -12.632261886  -50.353094000         13.100
 -12.632354112  -50.352950000         13.000
