           lng            lat            alt
 -12.651389536  -50.336336000         15.000
 -12.651463317  -50.336840000         14.900
 -12.651629323  -50.337866000         14.800
 -12.651795330  -50.338874000         14.700
 -12.651979782  -50.339900000         14.600
 -12.652145788  -50.340926000         14.500
 -12.652311795  -50.341934000         14.400
 -12.652477802  -50.342960000         14.300
 -12.652643808  -50.343968000         14.200
 -12.652809815  -50.344994000         14.100
 -12.652975821  -50.346020000         14.000
 -12.653141828  -50.347028000         13.900
 -12.653307835  -50.348054000         13.800
 -12.653473841  -50.349062000         13.700
 -12.653639848  -50.350088000         13.600
 -12.653824300  -50.351114000         13.500
 -12.653990306  -50.352122000         13.400
 -12.654156313  -50.353148000         13.300
 -12.654322319  -50.354156000         13.200
 -12.654488326  -50.355182000         13.100
 -12.654562107  -50.355686000         13.000
