           lng            lat            alt
 -12.650817735  -50.336228000         15.000
 -12.650135264  -50.336066000         14.900
 -12.648770321  -50.335742000         14.800
 -12.647405378  -50.335418000         14.700
 -12.646040434  -50.335094000         14.600
 -12.644657046  -50.334770000         14.500
 -12.643292103  -50.334446000         14.400
 -12.641927160  -50.334122000         14.300
 -12.640562216  -50.333798000         14.200
 -12.639197273  -50.333474000         14.100
 -12.637813885  -50.333150000         14.000
 -12.636448942  -50.332826000         13.900
 -12.635083998  -50.332502000         13.800
 -12.633719055  -50.332178000         13.700
 -12.632335667  -50.331854000         13.600
 -12.630970724  -50.331530000         13.500
 -12.629605781  -50.331206000         13.400
 -12.628240837  -50.330882000         13.300
 -12.626875894  -50.330558000         13.200
 -12.625492506  -50.330234000         13.100
 -12.624810034  -50.330072000         13.000
