           lng            lat            alt
 -12.623020852  -50.333060000         15.000
 -12.623168413  -50.333870000         14.900
 -12.623481981  -50.335508000         14.800
 -12.623795549  -50.337146000         14.700
 -12.624109117  -50.338784000         14.600
 -12.624422685  -50.340422000         14.500
 -12.624736253  -50.342060000         14.400
 -12.625031376  -50.343698000         14.300
 -12.625344944  -50.345318000         14.200
 -12.625658512  -50.346956000         14.100
 -12.625972080  -50.348594000         14.000
 -12.626285648  -50.350232000         13.900
 -12.626599216  -50.351870000         13.800
 -12.626912784  -50.353508000         13.700
 -12.627226353  -50.355146000         13.600
 -12.627539921  -50.356784000         13.500
 -12.627835043  -50.358404000         13.400
 -12.628148611  -50.360042000         13.300
 -12.628462179  -50.361680000         13.200
 -12.628775747  -50.363318000         13.100
 -12.628941754  -50.364146000         13.000
