           lng            lat            alt
 -12.628093276  -50.353598000         15.000
 -12.628794193  -50.353652000         14.900
 -12.630196026  -50.353760000         14.800
 -12.631579415  -50.353868000         14.700
 -12.632981248  -50.353976000         14.600
 -12.634364637  -50.354102000         14.500
 -12.635766470  -50.354210000         14.400
 -12.637149858  -50.354318000         14.300
 -12.638551692  -50.354426000         14.200
 -12.639935080  -50.354534000         14.100
 -12.641336914  -50.354642000         14.000
 -12.642720302  -50.354750000         13.900
 -12.644122136  -50.354858000         13.800
 -12.645523969  -50.354966000         13.700
 -12.646907358  -50.355092000         13.600
 -12.648309191  -50.355200000         13.500
 -12.649692580  -50.355308000         13.400
 -12.651094413  -50.355416000         13.300
 -12.652477802  -50.355524000         13.200
 -12.653879635  -50.355632000         13.100
 -12.654562107  -50.355686000         13.000
