           lng            lat            alt
 -12.628093276  -50.353598000         15.000
 -12.628130166  -50.353868000         14.900
 -12.628167057  -50.354426000         14.800
 -12.628203947  -50.354984000         14.700
 -12.628259283  -50.355542000         14.600
 -12.628296173  -50.356100000         14.500
 -12.628351508  -50.356640000         14.400
 -12.628388399  -50.357198000         14.300
 -12.628425289  -50.357756000         14.200
 -12.628480625  -50.358314000         14.100
 -12.628517515  -50.358872000         14.000
 -12.628554405  -50.359430000         13.900
 -12.628609741  -50.359970000         13.800
 -12.628646631  -50.360528000         13.700
 -12.628683522  -50.361086000         13.600
 -12.628738857  -50.361644000         13.500
 -12.628775747  -50.362202000         13.400
 -12.628831083  -50.362742000         13.300
 -12.628867973  -50.363300000         13.200
 -12.628904864  -50.363858000         13.100
 -12.628941754  -50.364146000         13.000
