           lng            lat            alt
 -12.628093276  -50.353598000         15.000
 -12.628296173  -50.353256000         14.900
 -12.628683522  -50.352590000         14.800
 -12.629070870  -50.351924000         14.700
 -12.629458219  -50.351258000         14.600
 -12.629827123  -50.350592000         14.500
 -12.630214471  -50.349926000         14.400
 -12.630601820  -50.349260000         14.300
 -12.630989169  -50.348594000         14.200
 -12.631376518  -50.347928000         14.100
 -12.631763866  -50.347262000         14.000
 -12.632151215  -50.346596000         13.900
 -12.632538564  -50.345930000         13.800
 -12.632907467  -50.345264000         13.700
 -12.633294816  -50.344598000         13.600
 -12.633682165  -50.343932000         13.500
 -12.634069514  -50.343266000         13.400
 -12.634456862  -50.342600000         13.300
 -12.634844211  -50.341934000         13.200
 -12.635231560  -50.341268000         13.100
 -12.635416012  -50.340926000         13.000
