           lng            lat            alt
 -12.628941754  -50.364146000         15.000
 -12.629532000  -50.363408000         14.900
 -12.630712491  -50.361950000         14.800
 -12.631892983  -50.360474000         14.700
 -12.633073474  -50.359016000         14.600
 -12.634253965  -50.357558000         14.500
 -12.635434457  -50.356082000         14.400
 -12.636614948  -50.354624000         14.300
 -12.637795440  -50.353166000         14.200
 -12.638975931  -50.351708000         14.100
 -12.640156422  -50.350232000         14.000
 -12.641336914  -50.348774000         13.900
 -12.642517405  -50.347316000         13.800
 -12.643697897  -50.345840000         13.700
 -12.644878388  -50.344382000         13.600
 -12.646058880  -50.342924000         13.500
 -12.647239371  -50.341448000         13.400
 -12.648438308  -50.339990000         13.300
 -12.649618799  -50.338532000         13.200
 -12.650799290  -50.337074000         13.100
 -12.651389536  -50.336336000         13.000
