           lng            lat            alt
 -12.628941754  -50.364146000         15.000
 -12.629015535  -50.363840000         14.900
 -12.629199987  -50.363246000         14.800
 -12.629384438  -50.362670000         14.700
 -12.629568890  -50.362076000         14.600
 -12.629753342  -50.361482000         14.500
 -12.629919349  -50.360906000         14.400
 -12.630103800  -50.360312000         14.300
 -12.630288252  -50.359718000         14.200
 -12.630472704  -50.359142000         14.100
 -12.630657156  -50.358548000         14.000
 -12.630823162  -50.357954000         13.900
 -12.631007614  -50.357360000         13.800
 -12.631192066  -50.356784000         13.700
 -12.631376518  -50.356190000         13.600
 -12.631542524  -50.355596000         13.500
 -12.631726976  -50.355020000         13.400
 -12.631911428  -50.354426000         13.300
 -12.632095880  -50.353832000         13.200
 -12.632280331  -50.353256000         13.100
 -12.632354112  -50.352950000         13.000
