           lng            lat            alt
 -12.624810034  -50.330072000         15.000
 -12.624736253  -50.330126000         14.900
 -12.624607137  -50.330234000         14.800
 -12.624459576  -50.330342000         14.700
 -12.624312014  -50.330450000         14.600
 -12.624164453  -50.330558000         14.500
 -12.624035337  -50.330666000         14.400
 -12.623887775  -50.330774000         14.300
 -12.623740214  -50.330882000         14.200
 -12.623592652  -50.330990000         14.100
 -12.623445091  -50.331098000         14.000
 -12.623315975  -50.331206000         13.900
 -12.623168413  -50.331314000         13.800
 -12.623020852  -50.331422000         13.700
 -12.622873290  -50.331530000         13.600
 -12.622744174  -50.331638000         13.500
 -12.622596613  -50.331746000         13.400
 -12.622449051  -50.331854000         13.300
 -12.622301490  -50.331962000         13.200
 -12.622153929  -50.332070000         13.100
 -12.622098593  -50.332124000         13.000
