           lng            lat            alt
 -12.622098593  -50.332124000         15.000
 -12.622854845  -50.332232000         14.900
 -12.624367350  -50.332448000         14.800
 -12.625879855  -50.332664000         14.700
 -12.627392359  -50.332880000         14.600
 -12.628904864  -50.333096000         14.500
 -12.630417368  -50.333312000         14.400
 -12.631911428  -50.333528000         14.300
 -12.633423932  -50.333744000         14.200
 -12.634936437  -50.333960000         14.100
 -12.636448942  -50.334176000         14.000
 -12.637961446  -50.334392000         13.900
 -12.639473951  -50.334608000         13.800
 -12.640986455  -50.334824000         13.700
 -12.642498960  -50.335040000         13.600
 -12.644011465  -50.335256000         13.500
 -12.645523969  -50.335472000         13.400
 -12.647036474  -50.335688000         13.300
 -12.648548979  -50.335904000         13.200
 -12.650061483  -50.336120000         13.100
 -12.650817735  -50.336228000         13.000
