           lng            lat            alt
 -12.635416012  -50.340926000         15.000
 -12.635250005  -50.341376000         14.900
 -12.634899547  -50.342276000         14.800
 -12.634549088  -50.343176000         14.700
 -12.634198630  -50.344094000         14.600
 -12.633866617  -50.344994000         14.500
 -12.633516158  -50.345894000         14.400
 -12.633165700  -50.346794000         14.300
 -12.632815242  -50.347694000         14.200
 -12.632464783  -50.348594000         14.100
 -12.632132770  -50.349494000         14.000
 -12.631782312  -50.350394000         13.900
 -12.631431853  -50.351294000         13.800
 -12.631081395  -50.352194000         13.700
 -12.630749382  -50.353094000         13.600
 -12.630398923  -50.353994000         13.500
 -12.630048465  -50.354894000         13.400
 -12.629698006  -50.355794000         13.300
 -12.629347548  -50.356712000         13.200
 -12.629015535  -50.357612000         13.100
 -12.628831083  -50.358062000         13.000
