           lng            lat            alt
 -12.622098593  -50.332124000         15.000
 -12.622080148  -50.331944000         14.900
 -12.622043257  -50.331584000         14.800
 -12.622024812  -50.331224000         14.700
 -12.621987922  -50.330864000         14.600
 -12.621969477  -50.330504000         14.500
 -12.621932586  -50.330144000         14.400
 -12.621895696  -50.329784000         14.300
 -12.621877251  -50.329424000         14.200
 -12.621840360  -50.329064000         14.100
 -12.621821915  -50.328704000         14.000
 -12.621785025  -50.328344000         13.900
 -12.621766580  -50.327984000         13.800
 -12.621729689  -50.327624000         13.700
 -12.621692799  -50.327264000         13.600
 -12.621674354  -50.326922000         13.500
 -12.621637464  -50.326562000         13.400
 -12.621619018  -50.326202000         13.300
 -12.621582128  -50.325842000         13.200
 -12.621563683  -50.325482000         13.100
 -12.621545238  -50.325302000         13.000
