           lng            lat            alt
 -12.623279084  -50.335346000         15.000
 -12.623426646  -50.335940000         14.900
 -12.623721769  -50.337146000         14.800
 -12.624016892  -50.338334000         14.700
 -12.624312014  -50.339522000         14.600
 -12.624588692  -50.340728000         14.500
 -12.624883815  -50.341916000         14.400
 -12.625178938  -50.343122000         14.300
 -12.625474061  -50.344310000         14.200
 -12.625769183  -50.345498000         14.100
 -12.626064306  -50.346704000         14.000
 -12.626340984  -50.347892000         13.900
 -12.626636107  -50.349098000         13.800
 -12.626931230  -50.350286000         13.700
 -12.627226353  -50.351474000         13.600
 -12.627521475  -50.352680000         13.500
 -12.627816598  -50.353868000         13.400
 -12.628111721  -50.355074000         13.300
 -12.628388399  -50.356262000         13.200
 -12.628683522  -50.357450000         13.100
 -12.628831083  -50.358062000         13.000
