           lng            lat            alt
 -12.621545238  -50.325302000         15.000
 -12.621582128  -50.325554000         14.900
 -12.621674354  -50.326094000         14.800
 -12.621766580  -50.326616000         14.700
 -12.621858806  -50.327156000         14.600
 -12.621951032  -50.327678000         14.500
 -12.622043257  -50.328200000         14.400
 -12.622135483  -50.328740000         14.300
 -12.622227709  -50.329262000         14.200
 -12.622319935  -50.329784000         14.100
 -12.622412161  -50.330324000         14.000
 -12.622504387  -50.330846000         13.900
 -12.622596613  -50.331386000         13.800
 -12.622688839  -50.331908000         13.700
 -12.622781065  -50.332430000         13.600
 -12.622873290  -50.332970000         13.500
 -12.622965516  -50.333492000         13.400
 -12.623057742  -50.334032000         13.300
 -12.623149968  -50.334554000         13.200
 -12.623242194  -50.335076000         13.100
 -12.623279084  -50.335346000         13.000
