           lng            lat            alt
 -12.628093276  -50.353598000         15.000
 -12.628222392  -50.353580000         14.900
 -12.628443734  -50.353544000         14.800
 -12.628665076  -50.353508000         14.700
 -12.628886419  -50.353472000         14.600
 -12.629107761  -50.353436000         14.500
 -12.629329103  -50.353418000         14.400
 -12.629550445  -50.353382000         14.300
 -12.629790232  -50.353346000         14.200
 -12.630011574  -50.353310000         14.100
 -12.630232917  -50.353274000         14.000
 -12.630454259  -50.353238000         13.900
 -12.630675601  -50.353202000         13.800
 -12.630896943  -50.353166000         13.700
 -12.631136730  -50.353148000         13.600
 -12.631358072  -50.353112000         13.500
 -12.631579415  -50.353076000         13.400
 -12.631800757  -50.353040000         13.300
 -12.632022099  -50.353004000         13.200
 -12.632243441  -50.352968000         13.100
 -12.632354112  -50.352950000         13.000
