           lng            lat            alt
 -12.623279084  -50.335346000         15.000
 -12.623279084  -50.335292000         14.900
 -12.623260639  -50.335166000         14.800
 -12.623242194  -50.335040000         14.700
 -12.623223749  -50.334932000         14.600
 -12.623223749  -50.334806000         14.500
 -12.623205304  -50.334680000         14.400
 -12.623186858  -50.334572000         14.300
 -12.623168413  -50.334446000         14.200
 -12.623168413  -50.334320000         14.100
 -12.623149968  -50.334212000         14.000
 -12.623131523  -50.334086000         13.900
 -12.623113078  -50.333960000         13.800
 -12.623113078  -50.333834000         13.700
 -12.623094633  -50.333726000         13.600
 -12.623076187  -50.333600000         13.500
 -12.623057742  -50.333474000         13.400
 -12.623057742  -50.333366000         13.300
 -12.623039297  -50.333240000         13.200
 -12.623020852  -50.333114000         13.100
 -12.623020852  -50.333060000         13.000
