           lng            lat            alt
 -12.623279084  -50.335346000         15.000
 -12.623592652  -50.335490000         14.900
 -12.624238234  -50.335796000         14.800
 -12.624883815  -50.336084000         14.700
 -12.625510951  -50.336372000         14.600
 -12.626156532  -50.336678000         14.500
 -12.626802113  -50.336966000         14.400
 -12.627429249  -50.337254000         14.300
 -12.628074831  -50.337560000         14.200
 -12.628701967  -50.337848000         14.100
 -12.629347548  -50.338136000         14.000
 -12.629993129  -50.338442000         13.900
 -12.630620265  -50.338730000         13.800
 -12.631265847  -50.339018000         13.700
 -12.631911428  -50.339324000         13.600
 -12.632538564  -50.339612000         13.500
 -12.633184145  -50.339900000         13.400
 -12.633829726  -50.340206000         13.300
 -12.634456862  -50.340494000         13.200
 -12.635102444  -50.340782000         13.100
 -12.635416012  -50.340926000         13.000
