,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.64,694.6,4.0
1,10.0,9.95,642.5,8.0
2,20.0,15.43,291.83,13.0
3,30.0,15.43,291.83,13.0
4,40.0,59.83,60.0,14.0
5,50.0,59.83,60.0,14.0
6,60.0,59.83,60.0,14.0
