,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.86,623.08,10.0
1,10.0,10.53,514.42,14.0
2,20.0,18.93,313.87,21.0
3,30.0,23.23,248.58,22.0
4,40.0,23.23,248.58,22.0
5,50.0,67.08,60.0,23.0
6,60.0,67.08,60.0,23.0
