,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.6,509.81,6.0
1,10.0,5.82,469.24,7.0
2,20.0,23.69,110.0,8.0
3,30.0,23.69,110.0,8.0
4,40.0,23.69,110.0,8.0
5,50.0,61.38,60.0,9.0
6,60.0,61.38,60.0,9.0
