,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.08,32845.93,1.0
1,10.0,4.08,32845.93,1.0
2,20.0,16.92,29475.0,2.0
3,30.0,29.43,14850.39,4.0
4,40.0,40.9,14737.86,13.0
5,50.0,51.54,14616.49,18.0
6,60.0,59.55,14598.63,24.0
