,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.34,47672.47,7.0
1,10.0,11.88,26656.46,11.0
2,20.0,19.92,15181.69,14.0
3,30.0,30.53,13880.08,23.0
4,40.0,40.65,13310.26,26.0
5,50.0,48.42,12637.28,28.0
6,60.0,56.15,12201.48,33.0
