,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,3.22,792.25,4.0
1,10.0,8.94,677.59,5.0
2,20.0,19.79,623.9,7.0
3,30.0,28.47,621.7,8.0
4,40.0,34.63,500.37,10.0
5,50.0,60.15,231.01,11.0
6,60.0,60.15,231.01,11.0
