,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,3.83,240.02,11.0
1,10.0,8.35,60.0,14.0
2,20.0,8.35,60.0,14.0
3,30.0,8.35,60.0,14.0
4,40.0,59.97,50.0,15.0
5,50.0,59.97,50.0,15.0
6,60.0,59.97,50.0,15.0
