,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,7.17,674.04,4.0
1,10.0,7.17,674.04,4.0
2,20.0,13.35,669.28,5.0
3,30.0,30.41,647.34,6.0
4,40.0,41.44,615.12,7.0
5,50.0,47.43,525.27,9.0
6,60.0,62.32,515.52,11.0
