,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.61,61125.07,10.0
1,10.0,10.68,39612.41,13.0
2,20.0,19.89,36801.21,16.0
3,30.0,23.2,24783.3,19.0
4,40.0,42.94,24782.0,20.0
5,50.0,52.83,24779.91,21.0
6,60.0,64.13,24766.98,23.0
