,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,2.88,704.44,7.0
1,10.0,12.16,563.2,8.0
2,20.0,19.87,360.34,11.0
3,30.0,24.0,70.0,15.0
4,40.0,24.0,70.0,15.0
5,50.0,69.82,50.0,16.0
6,60.0,69.82,50.0,16.0
