,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.28,73718.39,7.0
1,10.0,10.55,72749.89,8.0
2,20.0,22.18,54731.05,10.0
3,30.0,31.73,28578.0,11.0
4,40.0,43.42,25969.38,12.0
5,50.0,53.7,25327.86,13.0
6,60.0,53.7,25327.86,13.0
