,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.06,58867.34,10.0
1,10.0,9.44,36605.82,13.0
2,20.0,20.48,25182.73,25.0
3,30.0,31.29,6862.68,36.0
4,40.0,43.19,6832.67,37.0
5,50.0,50.11,6274.32,42.0
6,60.0,59.9,5900.23,62.0
