,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.24,695.73,5.0
1,10.0,10.22,636.33,6.0
2,20.0,19.82,592.57,9.0
3,30.0,23.09,262.22,12.0
4,40.0,50.22,261.61,13.0
5,50.0,50.22,261.61,13.0
6,60.0,57.54,238.47,14.0
