id,generation,parents,fitness,fitness_trace,birth_time,route
0,0,[],5149.2616082534605,"[6.712553209168364, 4.369721273903668, 14.097666171478917, 4.208577984761272, 10, 8.285013432956422]",0.0013399124145507812,"[[0, 0], [0.9132552372073874, 0.0], [1.356252151281293, -1.4500806214284832], [1.7823919109396322, -2.2131528243498426], [1.8795571808013523, -2.385218520798643], [2.1916669585265716, -2.54580390290215], [2.058639813993258, -1.599677403167696], [1.574025063883519, -1.7910055306471828], [1.0025991939373746, -1.2288277809772854], [0.9981686336673476, -2.176866606026487], [0.5932211039701552, -3.313711096002438]]"
1,0,[],3806.8694756710756,"[8.879866513241332, 2.814678699570746, 11.359013805113793, 4.943035498838001, 10, 4.204124776196196]",0.0014071464538574219,"[[0, 0], [-0.5148436424305645, 0.0], [-1.5117533189313686, 0.17797110384822887], [-1.3456831166277614, -0.6584458320221942], [-1.500847500134282, -0.6140426051687032], [-1.6193506489818033, -0.6801635617643165], [-1.652108221855833, -1.1357666788818186], [-1.6163911132441278, -1.2615054479394683], [-1.6329465626426978, -1.2999284867792347], [-1.3310356856095555, -1.5151147421717637], [-0.9337224170624193, -1.1693606267235734]]"
2,0,[],1243.689731331226,"[10.04992131651714, 0.13274456497857584, 3.9015868509010665, 4.535981801636224, 10, 5.953034700936055]",0.001458883285522461,"[[0, 0], [0.4165297583215861, 0.0], [1.2149938715042747, 0.40214341034097295], [0.5613793193689466, -0.3048108341114111], [0.1893683174547522, 0.043589140696886464], [0.1792878079246496, 0.054599320894037795], [0.18883431735864398, 0.04991164643015858], [0.2278703392743406, 0.17180448053314357], [0.04574333390085833, 0.06077885816525341], [0.9060524454936103, -0.49539272082452424], [2.6753642836863794, -0.31272254873636385]]"
3,0,[],1494.8235455177619,"[11.250954161685007, 0.2614907157021191, 11.601952673058971, 4.425055763881469, 10, 8.23741364714209]",0.0015041828155517578,"[[0, 0], [-0.2582908084556441, 0.0], [-0.9612543811443477, -0.17678277368598921], [-1.6468038255960016, 0.9163255290975609], [-0.6949493853234755, 0.835833584818465], [-0.1011094674263866, 1.2478991910118773], [0.7846750753066061, 1.4356756484502358], [0.3336843898301058, 1.6915001142366042], [-0.20421012831295848, 1.4085679810310383], [0.12867708424990687, 0.6978806573127899], [1.5278447301114528, 1.146733155010387]]"
4,0,[],1408.809605293282,"[11.162365460779517, 0.17483973517000856, 12.958778342225719, 6.957946682759652, 10, 17.733324045321666]",0.001554727554321289,"[[0, 0], [-0.962987230268217, 0.0], [-0.30205387218460056, 1.0506801850698335], [-0.06995649226801534, 0.3713990640979432], [-0.30081701179916565, -0.45815455795803556], [-0.08879304751992195, -0.32037015972014116], [0.7705158706468673, -0.7469682337981041], [0.8317740554107352, 1.348068243990638], [3.293440618116633, 2.2458628719355067], [-0.06689800244896627, 3.3348683347893227], [3.4942515463276775, 0.6013493863276749]]"
5,0,[],11785.012343645782,"[8.146256540494694, 10.86104737040592, 13.99206840742332, 6.1420636676651945, 10, 9.33931919039231]",0.0016064643859863281,"[[0, 0], [-0.12086995388221933, 0.0], [-0.13853219816363185, 0.6589379917964895], [-1.8297136088159798, -0.8367249402119065], [-3.7939469146063685, -1.462763220874106], [-2.8803908620950662, -2.442937743220216], [-3.0888649545223874, -3.4309895909719774], [-2.778813536967718, -3.358496137299116], [-3.577542053807497, -3.405656691049411], [-3.671179974853888, -3.393755821455158], [-3.6490441543559125, -2.716733398871526]]"
6,0,[],1871.679323262105,"[17.114847694133353, 0.027155143270759997, 14.901625339931272, 4.446420609769163, 10, 33.039410578009964]",0.0016505718231201172,"[[0, 0], [-0.0833468114280822, 0.0], [-0.3646301639761831, 0.8182548766153859], [0.2560462284184, 3.112906214035773], [-1.5747777667216192, 6.814456386420304], [-2.833344322897606, 12.348958734133221], [2.063810264498899, 9.575000858052709], [6.538802746649376, 7.9367172342213514], [3.26022937313146, 5.791933532201323], [3.7227468208719627, 8.934325753181271], [2.3283019498616855, 6.955737130058722]]"
7,0,[],1495.8814544957686,"[11.731534100099816, 0.21257991890212863, 17.90804015569639, 4.419804890596177, 10, 10.148125583658421]",0.0016934871673583984,"[[0, 0], [-0.2498155764232315, 0.0], [-0.9993792304865241, 1.1637249061666401], [0.640933311786613, 0.7794715862240742], [2.2218304459355007, 1.5695775247327797], [0.8751617687575994, 0.44599261249261757], [0.707033088363018, 0.5593688463149742], [0.7070659866476892, 0.5524456998979039], [-0.6075713503842176, 0.3872057113102817], [-1.6578216591041617, 1.4428711400324048], [-1.9095958558794355, 1.5750739094406172]]"
8,0,[],12656.396526650398,"[5.024175898665403, 12.042221342228807, 12.724063637504283, 5.100200811532994, 10, 11.757594555053316]",0.001743316650390625,"[[0, 0], [-0.4077537568676841, 0.0], [-1.9915704382539243, 0.13095553092672144], [-2.0220917940036194, -1.924782421168515], [-2.6985488130037423, -2.3258375164761746], [-2.210657419727573, -2.7557409520981873], [-2.2085584121394177, -3.364394055601883], [-2.4349795422018574, -3.3155097030339316], [-1.9938142040043343, -4.447922649207461], [-3.933986724356219, -4.189986241946561], [-3.509547162775651, -6.404805683557051]]"
9,0,[],8373.24028507945,"[6.704676510338779, 7.588324875075864, 15.946893268969937, 5.323689646660192, 10, 14.447758969706815]",0.0017876625061035156,"[[0, 0], [-0.7229910561394406, 0.0], [0.3365169998627394, -1.4589601218952395], [-1.3822011340985028, -1.7180724756870687], [0.7273394803489938, -2.2993447886282192], [-0.8362598146988395, -4.476411830567528], [-0.017639264734111287, -2.0196215729782545], [1.3219234559706647, -3.499423309539564], [1.2952803618523316, -3.821588712168474], [1.292876852366501, -3.7848658348173934], [1.2683802603958283, -3.416391671482363]]"
10,0,[],1451.558171045679,"[9.227132239254255, 0.4229827668798264, 19.303689033603916, 6.806352893490294, 10, 5.862180240427321]",1.9934661388397217,"[[0, 0], [-0.8561660681355601, 0.0], [0.7672151082077547, -1.5117414143291708], [0.2088024122583021, -0.46744085163483473], [0.22329920416731613, -0.7654620852931494], [0.5719358847481031, -0.47358174097789196], [0.5013965395781436, -0.4548999122396314], [0.49181198036891494, -0.4461548682182751], [0.4494440938152443, -0.38701138745181807], [0.0324297875711045, -0.5184265052168815], [0.027752140619151263, -0.7729094954381046]]"
10,0,[],3493.994113987662,"[12.672654289729888, 2.1106612945174557, 17.915497518779564, 5.813332648115683, 10, 16.067390497217215]",2.195770263671875,"[[0, 0], [-0.7615309721923182, 0.0], [-0.37624595644983294, -2.099440181464781], [0.17459348605812455, 0.44463842823236344], [-2.1996007207234456, 2.395967329655279], [-2.718983427024206, 0.2411926450689048], [-3.3050980076911696, 0.47451145009935924], [-3.9554560214276897, 0.480337062274175], [-5.186711084962254, 0.9227672613684006], [-6.549398510226737, -0.2187763720176446], [-6.932946964852956, 0.6080353095917573]]"
2,0,[],1243.689731331226,"[10.04992131651714, 0.13274456497857584, 3.9015868509010665, 4.535981801636224, 10, 5.953034700936055]",0.001458883285522461,"[[0, 0], [0.4165297583215861, 0.0], [1.2149938715042747, 0.40214341034097295], [0.5613793193689466, -0.3048108341114111], [0.1893683174547522, 0.043589140696886464], [0.1792878079246496, 0.054599320894037795], [0.18883431735864398, 0.04991164643015858], [0.2278703392743406, 0.17180448053314357], [0.04574333390085833, 0.06077885816525341], [0.9060524454936103, -0.49539272082452424], [2.6753642836863794, -0.31272254873636385]]"
3,0,[],1494.8235455177619,"[11.250954161685007, 0.2614907157021191, 11.601952673058971, 4.425055763881469, 10, 8.23741364714209]",0.0015041828155517578,"[[0, 0], [-0.2582908084556441, 0.0], [-0.9612543811443477, -0.17678277368598921], [-1.6468038255960016, 0.9163255290975609], [-0.6949493853234755, 0.835833584818465], [-0.1011094674263866, 1.2478991910118773], [0.7846750753066061, 1.4356756484502358], [0.3336843898301058, 1.6915001142366042], [-0.20421012831295848, 1.4085679810310383], [0.12867708424990687, 0.6978806573127899], [1.5278447301114528, 1.146733155010387]]"
