,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,3.8,60702.42,7.0
1,10.0,8.63,51798.45,9.0
2,20.0,20.61,48501.25,10.0
3,30.0,36.54,39632.07,11.0
4,40.0,42.74,38780.11,12.0
5,50.0,49.78,36093.11,15.0
6,60.0,50.57,25464.48,16.0
