,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,0.49,653.35,4.0
1,10.0,12.98,543.04,5.0
2,20.0,12.98,543.04,5.0
3,30.0,12.98,543.04,5.0
4,40.0,12.98,543.04,5.0
5,50.0,73.24,491.33,6.0
6,60.0,73.24,491.33,6.0
