,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.43,55766.7,6.0
1,10.0,10.77,44107.0,8.0
2,20.0,20.04,14811.06,11.0
3,30.0,30.26,14723.63,14.0
4,40.0,39.76,14721.45,19.0
5,50.0,48.65,14720.99,24.0
6,60.0,59.06,14720.98,27.0
