,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.34,741.39,4.0
1,10.0,8.06,627.72,5.0
2,20.0,26.58,561.43,6.0
3,30.0,26.58,561.43,6.0
4,40.0,26.58,561.43,6.0
5,50.0,26.58,561.43,6.0
6,60.0,74.02,195.22,7.0
