,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,6.52,676.61,5.0
1,10.0,8.97,670.83,6.0
2,20.0,25.89,516.29,7.0
3,30.0,31.44,258.74,11.0
4,40.0,33.66,172.34,13.0
5,50.0,60.34,70.0,14.0
6,60.0,60.34,70.0,14.0
