,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.68,626.74,10.0
1,10.0,10.07,626.5,23.0
2,20.0,19.95,613.63,40.0
3,30.0,29.61,611.93,66.0
4,40.0,41.59,611.93,83.0
5,50.0,49.83,611.91,89.0
6,60.0,65.62,611.91,96.0
