,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.47,456.42,7.0
1,10.0,8.97,451.71,10.0
2,20.0,8.97,451.71,10.0
3,30.0,8.97,451.71,10.0
4,40.0,63.12,60.0,11.0
5,50.0,63.12,60.0,11.0
6,60.0,63.12,60.0,11.0
