,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.46,591.07,5.0
1,10.0,14.98,549.1,6.0
2,20.0,22.96,421.29,8.0
3,30.0,29.49,264.27,10.0
4,40.0,36.45,245.07,11.0
5,50.0,36.45,245.07,11.0
6,60.0,64.64,60.0,12.0
