,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.12,694.63,8.0
1,10.0,10.07,562.38,14.0
2,20.0,20.91,485.79,31.0
3,30.0,28.04,485.44,40.0
4,40.0,43.37,485.44,41.0
5,50.0,43.37,485.44,41.0
6,60.0,61.14,483.38,42.0
